I0607 01:37:52.019745       1 feature_gate.go:466] feature gates: {map[]}
I0607 01:37:52.448465       1 secure_serving.go:57] Forcing use of http/1.1 only
I0607 01:37:52.450640       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1780796272\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1780796272\" (2026-06-07 00:37:52 +0000 UTC to 2029-06-07 00:37:52 +0000 UTC (now=2026-06-07 01:37:52.449737858 +0000 UTC))"
I0607 01:37:52.450685       1 secure_serving.go:211] Serving securely on [::]:10258
I0607 01:37:52.450728       1 tlsconfig.go:243] "Starting DynamicServingCertificateController"
I0607 01:37:52.451703       1 tracing.go:88] Did not find a trace collector endpoint defined. Switching to NoopTraceProvider
I0607 01:37:52.456768       1 envvar.go:172] "Feature gate default state" feature="InOrderInformersBatchProcess" enabled=true
I0607 01:37:52.456794       1 envvar.go:172] "Feature gate default state" feature="InformerResourceVersion" enabled=true
I0607 01:37:52.456817       1 envvar.go:172] "Feature gate default state" feature="WatchListClient" enabled=true
I0607 01:37:52.456825       1 envvar.go:172] "Feature gate default state" feature="ClientsAllowCBOR" enabled=false
I0607 01:37:52.456831       1 envvar.go:172] "Feature gate default state" feature="ClientsPreferCBOR" enabled=false
I0607 01:37:52.456837       1 envvar.go:172] "Feature gate default state" feature="InOrderInformers" enabled=true
W0607 01:37:52.501150       1 descheduler.go:333] failed to convert Descheduler minor version '' to float: strconv.ParseFloat: parsing "": invalid syntax
I0607 01:37:52.517715       1 reflector.go:367] "Starting reflector" type="*v1.Pod" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0607 01:37:52.517748       1 reflector.go:411] "Listing and watching" type="*v1.Pod" reflector="k8s.io/client-go/informers/factory.go:161"
I0607 01:37:52.517784       1 reflector.go:367] "Starting reflector" type="*v1.Node" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0607 01:37:52.517811       1 reflector.go:411] "Listing and watching" type="*v1.Node" reflector="k8s.io/client-go/informers/factory.go:161"
I0607 01:37:52.517715       1 reflector.go:367] "Starting reflector" type="*v1.PersistentVolumeClaim" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0607 01:37:52.519921       1 reflector.go:411] "Listing and watching" type="*v1.PersistentVolumeClaim" reflector="k8s.io/client-go/informers/factory.go:161"
I0607 01:37:52.528214       1 reflector.go:446] "Caches populated" type="*v1.PersistentVolumeClaim" reflector="k8s.io/client-go/informers/factory.go:161"
