I0614 18:32:56.795234       1 feature_gate.go:466] feature gates: {map[]}
I0614 18:32:57.047066       1 secure_serving.go:57] Forcing use of http/1.1 only
I0614 18:32:57.047595       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1781461977\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1781461976\" (2026-06-14 17:32:56 +0000 UTC to 2029-06-14 17:32:56 +0000 UTC (now=2026-06-14 18:32:57.047560082 +0000 UTC))"
I0614 18:32:57.047765       1 tlsconfig.go:243] "Starting DynamicServingCertificateController"
I0614 18:32:57.048637       1 secure_serving.go:211] Serving securely on [::]:10258
I0614 18:32:57.048678       1 tracing.go:88] Did not find a trace collector endpoint defined. Switching to NoopTraceProvider
I0614 18:32:57.049093       1 envvar.go:172] "Feature gate default state" feature="ClientsAllowCBOR" enabled=false
I0614 18:32:57.049122       1 envvar.go:172] "Feature gate default state" feature="ClientsPreferCBOR" enabled=false
I0614 18:32:57.049128       1 envvar.go:172] "Feature gate default state" feature="InOrderInformers" enabled=true
I0614 18:32:57.049134       1 envvar.go:172] "Feature gate default state" feature="InOrderInformersBatchProcess" enabled=true
I0614 18:32:57.049140       1 envvar.go:172] "Feature gate default state" feature="InformerResourceVersion" enabled=true
I0614 18:32:57.049147       1 envvar.go:172] "Feature gate default state" feature="WatchListClient" enabled=true
W0614 18:32:57.063183       1 descheduler.go:333] failed to convert Descheduler minor version '' to float: strconv.ParseFloat: parsing "": invalid syntax
I0614 18:32:57.077658       1 reflector.go:367] "Starting reflector" type="*v1.Pod" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 18:32:57.077683       1 reflector.go:411] "Listing and watching" type="*v1.Pod" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 18:32:57.077708       1 reflector.go:367] "Starting reflector" type="*v1.Node" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 18:32:57.077719       1 reflector.go:411] "Listing and watching" type="*v1.Node" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 18:32:57.077661       1 reflector.go:367] "Starting reflector" type="*v1.PersistentVolumeClaim" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 18:32:57.077829       1 reflector.go:411] "Listing and watching" type="*v1.PersistentVolumeClaim" reflector="k8s.io/client-go/informers/factory.go:161"
