I0614 16:30:53.548713       1 feature_gate.go:466] feature gates: {map[]}
I0614 16:30:53.731365       1 secure_serving.go:57] Forcing use of http/1.1 only
I0614 16:30:53.732743       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1781454653\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1781454653\" (2026-06-14 15:30:53 +0000 UTC to 2029-06-14 15:30:53 +0000 UTC (now=2026-06-14 16:30:53.73186653 +0000 UTC))"
I0614 16:30:53.732811       1 secure_serving.go:211] Serving securely on [::]:10258
I0614 16:30:53.732834       1 tracing.go:88] Did not find a trace collector endpoint defined. Switching to NoopTraceProvider
I0614 16:30:53.732880       1 tlsconfig.go:243] "Starting DynamicServingCertificateController"
I0614 16:30:53.736991       1 envvar.go:172] "Feature gate default state" feature="ClientsAllowCBOR" enabled=false
I0614 16:30:53.737022       1 envvar.go:172] "Feature gate default state" feature="ClientsPreferCBOR" enabled=false
I0614 16:30:53.737027       1 envvar.go:172] "Feature gate default state" feature="InOrderInformers" enabled=true
I0614 16:30:53.737032       1 envvar.go:172] "Feature gate default state" feature="InOrderInformersBatchProcess" enabled=true
I0614 16:30:53.737036       1 envvar.go:172] "Feature gate default state" feature="InformerResourceVersion" enabled=true
I0614 16:30:53.737040       1 envvar.go:172] "Feature gate default state" feature="WatchListClient" enabled=true
W0614 16:30:53.782433       1 descheduler.go:333] failed to convert Descheduler minor version '' to float: strconv.ParseFloat: parsing "": invalid syntax
I0614 16:30:53.804988       1 reflector.go:367] "Starting reflector" type="*v1.Pod" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 16:30:53.805021       1 reflector.go:411] "Listing and watching" type="*v1.Pod" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 16:30:53.805068       1 reflector.go:367] "Starting reflector" type="*v1.Node" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 16:30:53.805080       1 reflector.go:411] "Listing and watching" type="*v1.Node" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 16:30:53.804996       1 reflector.go:367] "Starting reflector" type="*v1.PersistentVolumeClaim" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 16:30:53.806193       1 reflector.go:411] "Listing and watching" type="*v1.PersistentVolumeClaim" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 16:30:53.816052       1 reflector.go:978] "Exiting watch because received the bookmark that marks the end of initial events stream" reflector="k8s.io/client-go/informers/factory.go:161" totalItems=1 duration="9.833537ms"
